"","r","obs","mmean","lo","hi"
"1",0,0,0,0,0
"2",16.1670734911581,60.7092671631512,-2.63655958661711,-16.1670734911581,17.121358487151
"3",32.3341469823163,110.844812771303,0.361660780515289,-32.3341469823163,22.0256348071529
"4",48.5012204734744,168.086869653048,0.781679623070758,-24.9627444865449,24.6829051494854
"5",64.6682939646325,267.104555871519,0.463724313210711,-31.3798619863234,28.4997092226735
"6",80.8353674557907,343.728100647768,0.540354489331652,-31.8361223145495,27.8842228275202
"7",97.0024409469488,410.577928138652,-0.244630950648039,-36.1071419649254,32.0690231905068
"8",113.169514438107,467.630712203867,-0.821584832762676,-38.6369469878023,26.4772759825031
"9",129.336587929265,531.209345462218,-0.214356458021284,-36.0908046240918,29.7296459209582
"10",145.503661420423,589.321115980549,-0.250710480635256,-35.8718448026234,33.7034544885711
"11",161.670734911581,650.070237844952,-0.418604991672947,-36.5122618762633,42.581301773651
"12",177.837808402739,718.800823304603,-0.153157290871634,-37.3823031624476,40.8252951600823
"13",194.004881893898,787.095257271638,0.34358900723534,-39.1645081378488,42.1600403567609
"14",210.171955385056,858.084189791766,0.157960025716883,-41.5596716915001,42.0950366841479
"15",226.339028876214,910.92719894833,0.4253755129943,-43.4365402714978,43.9527630228874
"16",242.506102367372,959.767691550153,0.986728171004337,-47.4015757991794,42.4483397374966
"17",258.67317585853,1022.9200830588,0.927669084154409,-51.1347925693721,45.295817465318
"18",274.840249349688,1071.08868783118,1.57899538574395,-53.2686056154207,48.5854850903502
"19",291.007322840846,1129.94024070115,1.67196049042319,-59.059493713705,51.2136324937557
"20",307.174396332005,1185.01551377115,1.55865631774108,-55.1371909244614,57.3266840309277
"21",323.341469823163,1234.84438375062,1.62392783759333,-56.1323133428883,59.4254772892148
"22",339.508543314321,1285.96945216968,1.85682927464962,-52.5018352285308,63.0528359283346
"23",355.675616805479,1333.32219852813,1.29355350433144,-56.6084254837289,67.1787275655786
"24",371.842690296637,1381.52467426014,0.483673026992902,-59.2231674376419,68.2897238735353
"25",388.009763787795,1436.60178209904,0.237911313000669,-61.1329991958139,68.7943770291015
"26",404.176837278953,1487.44154481764,0.219240321197318,-65.2345444613449,69.2871579665002
"27",420.343910770112,1538.38198604908,-0.157879156994455,-66.6919246367564,72.5680430650842
"28",436.51098426127,1582.30025381947,-0.174440018642906,-67.2729663034194,74.6580422255175
