"","r","obs","mmean","lo","hi"
"1",0,0,0,0,0
"2",16.1670734911581,26.4225809887544,-4.73431837073002,-16.1670734911581,16.0276791311323
"3",32.3341469823163,88.1275869822363,-2.49095841491479,-32.3341469823163,21.0548103509077
"4",48.5012204734744,137.839382267181,-1.60375078588907,-25.7360925756295,28.6990842821432
"5",64.6682939646325,180.519637206148,0.165034262774239,-36.7868203251734,30.5650685906803
"6",80.8353674557907,224.166375412738,-0.180970060361209,-29.9309939597325,35.2444639247561
"7",97.0024409469488,267.595137027238,0.536405201822155,-34.6575705762497,42.404927250347
"8",113.169514438107,301.318389462642,0.822396968872729,-31.0886785099313,50.2010122261899
"9",129.336587929265,341.164332515621,0.994455922455448,-35.8173376928584,54.9063051696087
"10",145.503661420423,386.026901978995,1.18402026347422,-37.6924432496505,60.6433394135192
"11",161.670734911581,422.525978916989,1.42500020018031,-42.1658671351203,69.8767285831141
"12",177.837808402739,463.73339189962,1.32252863132047,-46.9493284383124,75.6150953494904
"13",194.004881893898,511.298580564095,1.38099427944946,-49.661469501728,77.5130938205598
"14",210.171955385056,554.217306103454,1.37719846546295,-49.4894973390529,80.4431584668716
"15",226.339028876214,588.887106625565,1.35311615110651,-57.0191154317691,91.0680441045047
"16",242.506102367372,627.580919289618,0.607843783747799,-64.2401791569455,95.2464919539304
"17",258.67317585853,682.863020615656,1.2385877890051,-67.1577113867712,98.2650374031088
"18",274.840249349688,718.789100109119,1.40455132032766,-72.3138600736145,100.894559975249
"19",291.007322840846,768.951294080548,1.31678166770799,-72.903620433912,100.611229802065
"20",307.174396332005,807.193949241891,1.99740281902536,-73.9990426787567,102.29269326989
"21",323.341469823163,852.916833321158,2.60672643400734,-75.5691026859296,102.139321020259
"22",339.508543314321,897.622608123442,2.77305142563132,-78.3359507659667,103.471065607289
"23",355.675616805479,933.632984046921,2.47541102051219,-80.8771131315575,109.269070565021
"24",371.842690296637,975.579493653742,2.73763616093418,-83.608862290287,115.66147061759
