"","r","obs","mmean","lo","hi"
"1",0,0,0,0,0
"2",16.1670734911581,121.879740320129,-9.99544122096935,-16.1670734911581,47.7361839768661
"3",32.3341469823163,217.896953197186,-11.8922214017993,-32.3341469823163,58.0387064087834
"4",48.5012204734744,314.868083200435,-12.485660641276,-48.5012204734744,55.8523619920976
"5",64.6682939646325,381.130405746942,-12.0980858253847,-64.6682939646325,68.3569443616838
"6",80.8353674557907,470.117948246634,-8.6260107483215,-80.8353674557907,90.4462009196779
"7",97.0024409469488,542.264005115513,-7.62078100209617,-97.0024409469488,94.707331457124
"8",113.169514438107,600.815152490151,-7.5150687565804,-113.169514438107,105.101669664712
"9",129.336587929265,700.996876691871,-6.46123088582088,-92.4420250280073,109.767519228901
"10",145.503661420423,757.849026202468,-6.08069609159988,-93.3268701876372,112.758289826035
"11",161.670734911581,857.114378848187,-5.80900325036444,-83.5431718742434,126.485022833646
"12",177.837808402739,942.142237274329,-7.16888932468947,-95.3390577553852,145.910675869425
"13",194.004881893898,1020.99813559117,-5.62514944526926,-103.632028502798,169.637394917226
"14",210.171955385056,1127.86155851927,-6.47100037863845,-116.223386212859,184.005994293894
"15",226.339028876214,1221.54650725552,-5.76331881475568,-132.390459704018,193.045204240033
"16",242.506102367372,1272.00629402801,-5.41560385264956,-141.572746031729,203.888903073117
"17",258.67317585853,1375.40483140713,-6.41019998226021,-138.128541180529,215.221438672615
"18",274.840249349688,1470.97539966516,-7.46343562430559,-148.7759097396,219.021784336961
"19",291.007322840846,1528.91303873819,-7.84879798691057,-159.655023686997,216.950334101048
"20",307.174396332005,1596.0993002801,-7.28285619810007,-170.738934429032,223.512527795586
"21",323.341469823163,1664.32180985936,-7.40088201241886,-186.906007920191,225.35226609108
"22",339.508543314321,1716.68762971399,-8.02697963037958,-198.172617108872,227.23597997792
"23",355.675616805479,1765.89223096642,-8.69130630629831,-189.219927892467,243.649215920717
"24",371.842690296637,1820.82337706783,-9.03776622744176,-175.381074338445,241.679712409963
"25",388.009763787795,1879.06102846145,-8.79875539506796,-166.444148305717,247.371020519889
"26",404.176837278953,1948.75754536136,-9.2826063626251,-169.713406551501,253.405208671944
"27",420.343910770112,1994.03238654312,-9.66973049269303,-177.328012805572,255.026938934778
"28",436.51098426127,2066.43814018526,-10.0798621861782,-187.385805524936,260.240045008924
"29",452.678057752428,2119.2835652062,-10.5068573576833,-185.966333430867,258.001651207337
"30",468.845131243586,2159.03987040636,-9.74813309793649,-189.593670246092,266.631528293339
"31",485.012204734744,2214.22999594832,-9.62200166660473,-182.368080083391,263.680117596135
"32",501.179278225902,2266.89535866192,-10.0753510572831,-178.726677667401,267.507677686497
"33",517.34635171706,2335.07897897473,-9.87472806092275,-183.029601271305,260.1948691167
"34",533.513425208218,2388.49607065433,-10.6364296237236,-188.623621154276,255.41519626575
"35",549.680498699377,2436.25749308346,-11.2239854945367,-198.545115289178,257.349186521038
"36",565.847572190535,2503.26335343834,-11.2707389785819,-196.52191229926,262.722369071575
"37",582.014645681693,2546.46946970198,-11.781473755924,-199.497833519837,267.864618307557
"38",598.181719172851,2600.80302750414,-13.0046959200091,-209.204399433146,258.267378883757
"39",614.348792664009,2640.08401723702,-12.2952894340614,-218.03163765598,264.934997822517
"40",630.515866155167,2695.93265593806,-12.4359070460418,-220.711557710149,268.375378488022
"41",646.682939646325,2766.21715426355,-11.6307856121487,-225.413390993894,276.175381219407
"42",662.850013137484,2817.30460847464,-11.3589221670592,-222.355261827661,286.757874766438
"43",679.017086628642,2850.3502709238,-11.5310999077603,-233.911197826295,284.661150011384
"44",695.1841601198,2888.74850180843,-11.7572435943884,-239.770282994986,300.095701417522
"45",711.351233610958,2947.56815901649,-11.8225470553509,-247.659897733665,303.277578061461
"46",727.518307102116,2979.90642136808,-11.9702848799375,-251.672887622446,317.657957706046
"47",743.685380593274,3008.64769343165,-12.0143781687652,-264.987897016086,323.674234617247
"48",759.852454084432,3035.77208496865,-11.9708806234383,-274.09806692822,342.44929615665
"49",776.01952757559,3077.74200604808,-11.5874199546022,-275.658781855735,352.535941539485
"50",792.186601066749,3126.95882795226,-12.2302122112564,-278.470365941148,351.729824886037
"51",808.353674557907,3167.26731073645,-12.2260809288747,-286.748821377196,352.63781624794
"52",824.520748049065,3207.39538838378,-12.1178292330956,-297.899703588673,360.859344327627
"53",840.687821540223,3237.32521694769,-12.1938051407521,-298.375257460176,363.503508220536
"54",856.854895031381,3272.54942887721,-12.0542302149727,-301.490724736344,369.043798124984
"55",873.021968522539,3309.89297985555,-12.2209867675412,-304.456147892543,365.662901630416
"56",889.189042013697,3348.51002595345,-11.5379696963502,-310.839456607997,364.670875669186
"57",905.356115504856,3383.45815583423,-11.5856110639009,-311.313511892326,362.3497541315
"58",921.523188996014,3411.81279443615,-11.3326377843957,-319.513989474547,365.013828516043
"59",937.690262487172,3458.46307752979,-11.25391233652,-322.047579701205,363.916205878912
"60",953.85733597833,3483.33938800726,-11.4586005982166,-324.918939666172,367.356786609524
"61",970.024409469488,3530.36310017509,-10.7003608572864,-323.337441435853,376.024015463254
"62",986.191482960646,3560.09994047559,-10.5420712303874,-323.363718807598,377.233678286505
"63",1002.3585564518,3584.00537906592,-11.4876173338381,-329.84718894213,382.920002537241
"64",1018.52562994296,3602.43085058761,-11.260841669476,-330.003414628215,389.609770341733
"65",1034.69270343412,3648.21117795038,-11.045511429087,-337.382542482767,408.508621893202
"66",1050.85977692528,3679.78757937381,-10.3384663123725,-342.13878348023,415.151252386376
"67",1067.02685041644,3717.8522774343,-10.7967991665697,-341.977378322967,423.876804838254
"68",1083.1939239076,3758.52412118524,-11.0545487576309,-349.655232648125,435.761568735831
"69",1099.36099739875,3798.67358884211,-10.7414468056181,-348.699876680222,448.966164625289
"70",1115.52807088991,3817.86068891705,-10.3646306018458,-348.288887978955,453.799832665741
"71",1131.69514438107,3840.20549346442,-10.1663656901598,-350.159522850889,461.621146344625
"72",1147.86221787223,3873.63920579968,-10.262872699188,-346.550491102817,472.737986028092
"73",1164.02929136339,3904.14185113221,-9.7650622345568,-353.493965105011,477.859772633144
"74",1180.19636485454,3933.47138364397,-8.91161319171514,-355.283609196181,484.785892262065
"75",1196.3634383457,3960.69849132542,-9.91029377914588,-357.262564934716,488.435403098787
"76",1212.53051183686,3989.94237604263,-10.4943744140468,-363.987713602703,488.160001199363
"77",1228.69758532802,4020.1263692551,-10.066345886295,-364.520048450628,492.322888970744
"78",1244.86465881918,4041.57445685891,-9.87983857976299,-363.531309976262,497.804072991859
"79",1261.03173231033,4070.66712361095,-9.87261044624733,-356.156113887723,503.447771430839
"80",1277.19880580149,4099.87634894806,-10.6048491475564,-357.663906891166,503.553963211627
"81",1293.36587929265,4121.93196499317,-10.3008002258871,-357.431023840983,511.135506516174
"82",1309.53295278381,4135.52840016825,-10.5765534545802,-361.366270093399,522.32840315992
"83",1325.70002627497,4151.28137536091,-10.6214588398292,-366.232730882751,527.393999216858
"84",1341.86709976613,4184.63851567876,-10.9093932755567,-367.524412983059,536.994055835507
"85",1358.03417325728,4213.16675492174,-10.6628145822653,-371.571065863445,534.696063825633
"86",1374.20124674844,4240.36860594798,-10.3785061595399,-377.989860440458,533.112457204287
"87",1390.3683202396,4268.83981044228,-10.83620612353,-381.500643638873,530.742982811562
"88",1406.53539373076,4307.78183963719,-10.8877930128108,-382.186841379425,532.335379038756
"89",1422.70246722192,4337.75675384179,-11.2329576765914,-391.085076057154,536.934017739145
"90",1438.86954071307,4377.09189384082,-11.6450876324615,-399.909341638865,535.825294762796
"91",1455.03661420423,4418.40271439514,-11.9475561391093,-410.517381618831,540.308858022693
"92",1471.20368769539,4463.90802311405,-12.0626725386355,-418.699520489578,544.427892577466
"93",1487.37076118655,4488.07311733748,-12.7017512299137,-421.989941848993,551.040726640806
"94",1503.53783467771,4516.05061552469,-13.0117503423414,-424.284763924903,548.850993819834
"95",1519.70490816886,4543.60584399479,-12.2830901005237,-433.492995726299,546.429985429952
"96",1535.87198166002,4577.23879922713,-12.1175944064916,-440.332512975388,542.52542945568
"97",1552.03905515118,4600.06144127933,-13.0211212494517,-447.487824707729,535.524737856281
"98",1568.20612864234,4622.21306833804,-13.2892715329875,-452.983900489477,534.309614628839
"99",1584.3732021335,4647.23218989919,-13.9262381261016,-455.443024107012,543.256663959637
"100",1600.54027562466,4662.37191462899,-14.0051759248387,-457.327140236035,547.565301618344
"101",1616.70734911581,4683.56281760471,-13.7500189575975,-464.51528470742,547.580717795981
"102",1632.87442260697,4717.81849359497,-14.0526700948627,-471.84259870133,545.87072065584
"103",1649.04149609813,4739.47330827599,-14.4904597174897,-479.973592425786,541.95968985471
"104",1665.20856958929,4761.49314589712,-15.3334517187555,-486.987810781652,540.457476800524
"105",1681.37564308045,4785.41047058645,-15.8174283239667,-497.276799589378,539.576405925572
"106",1697.5427165716,4808.24540318908,-15.5602239284021,-502.695762626004,537.949879522915
"107",1713.70979006276,4826.07245913464,-15.9628588514705,-503.579095407877,537.495868388577
"108",1729.87686355392,4848.43267347448,-15.8195882391619,-506.457046176976,534.687353503678
"109",1746.04393704508,4863.55880990661,-16.161823571469,-509.207599661371,531.175290721496
"110",1762.21101053624,4886.05734004538,-16.3925055051354,-513.111397825278,530.351391018963
"111",1778.37808402739,4902.69078851745,-16.9187664014222,-510.026880394342,529.019371439287
"112",1794.54515751855,4921.4772968784,-17.428660900559,-516.29123581118,521.421914929185
"113",1810.71223100971,4948.14731043168,-18.4364120402924,-522.24981915788,516.981007399367
"114",1826.87930450087,4977.22293852349,-18.3212332906892,-521.499842688356,519.893162636017
"115",1843.04637799203,5001.6789607534,-18.2882313251161,-517.659305891086,517.141277863164
"116",1859.21345148319,5018.19640771557,-19.1537762088549,-524.993994632815,510.950612123533
"117",1875.38052497434,5032.80279984736,-19.4814749434325,-522.648288836588,512.391833531741
"118",1891.5475984655,5052.41022632242,-19.8511808461252,-529.062030799438,508.850103953137
"119",1907.71467195666,5065.53972613898,-19.9808990533958,-530.562570456655,502.387804778847
"120",1923.88174544782,5079.59120060963,-20.3273775036094,-530.298726779894,498.688707795803
"121",1940.04881893898,5093.3140366076,-20.6731112428068,-530.823507938493,494.889602801222
"122",1956.21589243013,5114.90760688939,-21.0103344674247,-532.222742759888,493.552195585939
"123",1972.38296592129,5139.69216371407,-21.2367429335934,-536.773608780619,491.549040805375
"124",1988.55003941245,5159.52921486252,-21.2302817877678,-538.407313316538,493.945766023611
"125",2004.71711290361,5183.06920567637,-21.4490178143111,-543.187675795263,494.763371115247
"126",2020.88418639477,5203.96903501658,-21.3348584344175,-543.875623811869,498.309350121038
"127",2037.05125988592,5230.26676200009,-21.0915747001636,-544.754938227279,502.023264532279
"128",2053.21833337708,5251.43419994984,-21.8056692402773,-541.808252795611,504.664130587537
"129",2069.38540686824,5270.22120094008,-22.3123286463645,-544.891859165125,507.95216407352
"130",2085.5524803594,5298.53783753329,-22.3322347798764,-535.894242553564,508.685735064531
"131",2101.71955385056,5318.86603285879,-22.5233001635271,-537.058227779024,510.058294114403
"132",2117.88662734172,5343.58566636629,-22.923623656045,-536.952026831328,508.377563470852
"133",2134.05370083287,5371.78800988688,-22.5270808447392,-540.174842224892,506.69687170871
"134",2150.22077432403,5404.98611793611,-22.9534708645209,-547.359820879399,502.291025094532
"135",2166.38784781519,5431.52306003838,-22.5447418094462,-543.031456626534,495.290050234663
"136",2182.55492130635,5457.6472486881,-22.3184505034661,-543.375822653859,494.069935931461
"137",2198.72199479751,5478.95234527689,-22.2798049480182,-544.50455779926,491.979703817929
"138",2214.88906828866,5499.2968491799,-23.0008737996664,-547.377215970271,491.222844894983
"139",2231.05614177982,5524.70276800837,-23.2803315041154,-546.25290713357,494.083307885149
"140",2247.22321527098,5550.08985085233,-23.5032140944059,-551.020464126282,500.746274432546
"141",2263.39028876214,5569.73296065198,-23.9008809604009,-553.60564043224,508.197342541047
"142",2279.5573622533,5590.15874549386,-24.3991669573137,-557.239898307422,510.787667097628
"143",2295.72443574446,5619.74720728594,-24.1363949448569,-562.516841627604,512.242171043449
"144",2311.89150923561,5645.07308188226,-24.0677279256045,-563.36491592529,516.898998834076
"145",2328.05858272677,5672.97146106492,-23.3325757185097,-563.730091768187,513.053254066451
"146",2344.22565621793,5693.49663725436,-23.6020325665307,-573.638986853334,510.059650315331
"147",2360.39272970909,5724.53751040234,-23.489711333241,-569.177028251668,513.73782328158
"148",2376.55980320025,5753.0417085524,-23.869887246482,-573.233482585601,510.228171881396
"149",2392.7268766914,5777.66529340581,-24.1314699055942,-571.769413467132,511.861097548806
"150",2408.89395018256,5800.65068435478,-23.8026773261751,-571.986822537311,509.918110677987
"151",2425.06102367372,5823.05750622449,-24.101962929313,-573.28572099842,506.734786954464
"152",2441.22809716488,5844.34816449484,-23.7014568539878,-578.243067717985,502.875596974984
"153",2457.39517065604,5859.17282161127,-23.7731278880447,-582.442591604424,503.567984833017
"154",2473.56224414719,5878.17627883389,-24.2613815924926,-590.313144921261,502.384058432666
"155",2489.72931763835,5898.84447285804,-24.3873630781254,-594.760697436947,514.579862757245
"156",2505.89639112951,5921.57479501289,-24.5432490692912,-596.607019476339,521.544255039658
"157",2522.06346462067,5942.76545600294,-25.3964691292143,-600.322605624229,524.192478756542
"158",2538.23053811183,5958.15106293307,-26.0914455453049,-606.049582051129,528.078511462256
"159",2554.39761160299,5975.3680782321,-26.6453872441714,-609.931100332935,529.520759782542
"160",2570.56468509414,5992.09003722235,-27.270211983738,-613.702591407897,526.453883718105
"161",2586.7317585853,6010.01755331789,-27.5723153886416,-615.367011434229,520.454173147903
"162",2602.89883207646,6026.37604934871,-27.6131747983375,-617.91113677908,522.973284846631
"163",2619.06590556762,6043.32382273037,-27.3648018040502,-626.379637463162,520.839268062957
"164",2635.23297905878,6054.50803134076,-27.8732138110812,-630.737224047869,525.293415215212
"165",2651.40005254993,6066.47650478598,-28.3554687625267,-633.084876474332,518.275624131482
"166",2667.56712604109,6077.74862464138,-28.9267936868344,-636.250040113667,514.747702205333
"167",2683.73419953225,6092.7993936729,-29.5092394481236,-642.981086185827,512.966375298893
"168",2699.90127302341,6099.13771070133,-29.8765679170711,-647.102720918004,507.160371623257
"169",2716.06834651457,6115.34418817319,-30.0412989926842,-648.805594383083,504.940805661553
"170",2732.23542000572,6128.96995350212,-30.9026754506005,-649.426661740252,505.494198103704
"171",2748.40249349688,6144.60285965871,-31.2122576007197,-652.908724083591,508.478645512428
"172",2764.56956698804,6164.5890356106,-31.0543280249336,-653.447476027472,508.852805242022
"173",2780.7366404792,6187.55679950163,-31.3194069380963,-657.886965170645,508.502748211537
"174",2796.90371397036,6217.03768300817,-31.2965406603405,-658.350597658511,503.417798157622
"175",2813.07078746152,6233.42602825587,-31.6656467140586,-664.730544651969,501.974213624057
"176",2829.23786095267,6251.57054268345,-32.0110879738641,-671.554959627867,499.486261327626
"177",2845.40493444383,6264.76174767687,-32.9821747377166,-675.488515220495,499.907609345045
"178",2861.57200793499,6276.02162631942,-33.6814371892543,-681.691880042903,501.53644652722
"179",2877.73908142615,6295.36235004966,-34.5156669367017,-681.777346939999,502.679190924684
"180",2893.90615491731,6303.26115500807,-34.7918398465787,-686.983220520101,504.647639679229
"181",2910.07322840846,6313.59101658316,-35.3917525463434,-693.808888502487,508.974504471109
"182",2926.24030189962,6334.44702998387,-35.6987802885078,-696.720608829954,511.189034955122
"183",2942.40737539078,6353.44006349696,-36.0540372112744,-702.603995245082,515.646277675398
"184",2958.57444888194,6372.04322148441,-36.0729168781807,-705.250891035306,514.921383994248
"185",2974.7415223731,6390.82194705227,-36.1906505138883,-710.230891469686,516.507398815879
"186",2990.90859586425,6409.16353785393,-36.6863787449528,-714.656868511518,523.052705557898
"187",3007.07566935541,6423.22798680959,-37.0789396476945,-720.139235729433,524.670598733979
"188",3023.24274284657,6438.11759884012,-37.2048254200659,-727.773969666579,527.413333350241
"189",3039.40981633773,6453.7916003703,-37.1655145527695,-730.761198776398,533.76451650826
"190",3055.57688982889,6463.51220618184,-37.3447745363545,-734.094695963688,536.348106570462
"191",3071.74396332005,6475.03177830519,-37.5029213646934,-732.396087047256,538.779737525652
"192",3087.9110368112,6492.40434403372,-38.1774274071593,-733.612795646355,543.0485565715
"193",3104.07811030236,6505.47868166404,-38.3504087973505,-734.044132704029,544.396610079888
"194",3120.24518379352,6516.92372298547,-38.2369037273331,-737.86673249984,542.672297258624
"195",3136.41225728468,6526.61229007298,-38.3212732622101,-741.775896473344,547.083756524939
"196",3152.57933077584,6538.63898701993,-38.5806927952587,-740.820067721721,543.492409796746
"197",3168.74640426699,6543.72826708543,-39.1756237656821,-741.277069183583,541.526813340771
"198",3184.91347775815,6558.00332574351,-39.3040068015831,-742.952215410986,540.986957854896
"199",3201.08055124931,6561.88754084973,-39.4284024719426,-740.463858056627,539.252645469933
"200",3217.24762474047,6567.74727851624,-39.9888815348801,-739.281547384555,535.599329103911
"201",3233.41469823163,6568.55877581949,-40.2520910350339,-738.138404294513,536.360730546975
"202",3249.58177172279,6578.65098316409,-40.6183808894726,-741.655722211679,542.26538247122
"203",3265.74884521394,6581.03669707227,-41.3493850844451,-746.86288329848,544.860933644081
"204",3281.9159187051,6588.98508140563,-41.6143221308581,-747.235253642983,545.965479995001
"205",3298.08299219626,6591.52834533879,-41.8953168587651,-744.406875410318,546.803240183661
"206",3314.25006568742,6596.40693259081,-42.4038517939627,-749.510634641249,546.050372261399
"207",3330.41713917858,6601.43354142902,-43.2423794631716,-748.553737092513,546.999807136272
"208",3346.58421266973,6603.85826610406,-43.2510574820512,-756.030517416627,551.279225737698
"209",3362.75128616089,6607.300750076,-43.6647315609156,-763.144773489543,552.305887330984
