"","r","obs","mmean","lo","hi"
"1",0,0,0,0,0
"2",16.1670734911581,50.5777021166445,-14.6670962066608,-16.1670734911581,132.33067767408
"3",32.3341469823163,62.0572198997872,-24.2129496253391,-32.3341469823163,177.673386697468
"4",48.5012204734744,140.281513290733,-38.8800458319999,-48.5012204734744,161.50631320631
"5",64.6682939646325,124.114439799574,-46.047255616174,-64.6682939646325,145.339239715152
"6",80.8353674557907,210.09836442792,-43.3209840571303,-80.8353674557907,282.908350849828
"7",97.0024409469488,208.860545518649,-54.7316999836268,-97.0024409469488,295.885678888622
"8",113.169514438107,258.449668596103,-59.6330592622836,-113.169514438107,279.718605397464
"9",129.336587929265,337.876841325353,-66.8172752572733,-129.336587929265,340.254533165809
"10",145.503661420423,387.173648978867,-76.4517138183614,-145.503661420423,324.087459674651
"11",161.670734911581,395.531479226012,-78.5723187354277,-161.670734911581,393.956972655149
"12",177.837808402739,410.47607721218,-83.5794647011509,-177.837808402739,397.291508809479
"13",194.004881893898,465.148175831119,-86.3055285190314,-194.004881893898,399.986122767053
"14",210.171955385056,518.813270533868,-79.5092743401986,-210.171955385056,383.819049275895
"15",226.339028876214,548.856711183817,-82.3154618912805,-226.339028876214,426.972506463778
"16",242.506102367372,620.037323175256,-83.2780163116648,-242.506102367372,410.80543297262
"17",258.67317585853,673.171457320082,-89.2378453486042,-258.67317585853,411.302603039059
"18",274.840249349688,714.773908359098,-95.2846708624218,-274.840249349688,398.538450536852
"19",291.007322840846,764.767469630954,-95.7083587625468,-291.007322840846,414.359275222283
"20",307.174396332005,788.787328818391,-98.6784590691095,-307.174396332005,472.440860168801
"21",323.341469823163,822.330714242511,-104.698876131836,-323.341469823163,479.337317174551
"22",339.508543314321,860.721606285987,-100.951751929187,-339.508543314321,556.606467431457
"23",355.675616805479,892.254527863966,-97.7365428691264,-355.675616805479,540.439393940298
"24",371.842690296637,938.960132374656,-104.317466390992,-371.842690296637,548.551397410455
"25",388.009763787795,987.700138516194,-105.375884656431,-388.009763787795,532.384323919297
"26",404.176837278953,1005.36858608911,-106.172317871657,-404.176837278953,545.934945279262
"27",420.343910770112,1042.47136780196,-106.551747517348,-420.343910770112,588.713971569509
"28",436.51098426127,1082.31866280366,-106.599123661476,-436.51098426127,615.346486271811
"29",452.678057752428,1121.33620082966,-110.014716409972,-452.678057752428,701.43441215521
"30",468.845131243586,1150.08401185343,-112.843651382966,-468.845131243586,744.474793639371
"31",485.012204734744,1195.98589260088,-111.257490806146,-485.012204734744,769.616625558749
"32",501.179278225902,1233.10799021822,-116.798888774382,-501.179278225902,811.728294155307
"33",517.34635171706,1292.54430053098,-120.056055210654,-517.34635171706,838.112433158297
"34",533.513425208218,1334.27876884609,-123.179341552963,-533.513425208218,866.405683243905
"35",549.680498699377,1388.22259494938,-125.056378746889,-549.680498699377,889.319158129193
"36",565.847572190535,1437.08283854861,-127.258153853531,-565.847572190535,912.956619816977
"37",582.014645681693,1485.20060330928,-130.945016591868,-582.014645681693,913.160885397837
"38",598.181719172851,1514.1995995395,-135.011289129111,-598.181719172851,943.58657254533
"39",614.348792664009,1554.1833032925,-135.508079878295,-614.348792664009,939.670883630695
"40",630.515866155167,1602.9721470956,-137.141771920609,-630.515866155167,947.11969470892
"41",646.682939646325,1636.92800361611,-139.300016750076,-646.682939646325,941.02339407225
"42",662.850013137484,1686.16816565301,-140.334397853699,-662.850013137484,967.91637359189
"43",679.017086628642,1705.43616085772,-139.993627665516,-679.017086628642,951.749300100732
"44",695.1841601198,1754.86582117233,-142.901570157769,-695.1841601198,935.582226609574
"45",711.351233610958,1800.79449212224,-146.747659881049,-711.351233610958,948.105637085748
"46",727.518307102116,1838.08233192988,-146.013664839446,-727.518307102116,951.752919354737
"47",743.685380593274,1869.88176769026,-149.926364217846,-743.685380593274,948.66653795327
"48",759.852454084432,1889.2385415415,-149.021986727569,-759.852454084432,945.977357682403
"49",776.01952757559,1933.14336414427,-149.487443127712,-776.01952757559,929.810284191245
"50",792.186601066749,1959.3707170404,-147.189700721324,-792.186601066749,926.521783422819
"51",808.353674557907,1998.15170043416,-147.660002783059,-808.353674557907,929.493630937642
"52",824.520748049065,2024.49837476906,-150.708758218737,-824.520748049065,973.152578459491
"53",840.687821540223,2050.45148326226,-148.989058850232,-840.687821540223,1042.17343270375
"54",856.854895031381,2083.01950294203,-151.444941381857,-856.854895031381,1026.00635921259
"55",873.021968522539,2135.07778192978,-152.134955776657,-873.021968522539,1065.03916721837
"56",889.189042013697,2168.47916740881,-153.994866659693,-889.189042013697,1062.06163573415
"57",905.356115504856,2188.35720053763,-154.533101782454,-905.356115504856,1071.57218239349
"58",921.523188996014,2219.42291532451,-158.119004006698,-921.523188996014,1081.50671220141
"59",937.690262487172,2266.0670147678,-157.359531569686,-937.690262487172,1076.4388049464
"60",953.85733597833,2288.92261891711,-159.782856835413,-953.85733597833,1090.75543736988
"61",970.024409469488,2309.64859263535,-159.932594561225,-970.024409469488,1095.04146973047
"62",986.191482960646,2339.47088946842,-162.468521118585,-986.191482960646,1107.49064867817
"63",1002.3585564518,2368.31330082066,-160.955607935946,-1002.3585564518,1107.24091077408
"64",1018.52562994296,2388.8833302617,-161.036288441706,-1018.52562994296,1115.28724346981
"65",1034.69270343412,2437.47041061139,-163.016326053836,-1034.69270343412,1146.45381515034
"66",1050.85977692528,2486.76098003561,-165.596681132426,-1050.85977692528,1174.53008079807
"67",1067.02685041644,2510.91646258333,-166.172321579035,-1067.02685041644,1186.57801591693
"68",1083.1939239076,2558.11106799018,-169.193366909862,-1083.1939239076,1217.54904440346
"69",1099.36099739875,2596.7707776512,-171.996888028801,-1099.36099739875,1259.46376924996
"70",1115.52807088991,2636.48066155622,-170.381629724168,-1115.52807088991,1278.42121647948
"71",1131.69514438107,2665.75316464224,-172.995175603038,-1131.69514438107,1299.18696719593
"72",1147.86221787223,2708.0115817994,-173.563481954792,-1147.86221787223,1314.74573582503
"73",1164.02929136339,2740.99361404484,-172.796778182277,-1164.02929136339,1323.13901662395
"74",1180.19636485454,2796.68420942384,-174.454274095713,-1180.19636485454,1342.43221397049
"75",1196.3634383457,2864.55426629143,-172.698564913967,-1196.3634383457,1389.5636762997
"76",1212.53051183686,2905.45685948833,-171.984117894041,-1212.53051183686,1402.95542229382
"77",1228.69758532802,2950.08008774539,-174.810440124814,-1228.69758532802,1410.44968536879
"78",1244.86465881918,3002.49762726899,-175.154566550278,-1244.86465881918,1436.74913273003
"79",1261.03173231033,3021.91992733109,-176.190263384532,-1261.03173231033,1461.40790744144
"80",1277.19880580149,3084.85265229265,-178.352680908201,-1277.19880580149,1445.24083395029
"81",1293.36587929265,3104.73431946705,-178.214298549986,-1293.36587929265,1443.1364076059
"82",1309.53295278381,3145.02248247833,-179.218279157519,-1309.53295278381,1472.95412258021
"83",1325.70002627497,3166.02112170352,-178.664333425948,-1325.70002627497,1475.1088879445
"84",1341.86709976613,3221.27774949459,-175.066910489944,-1341.86709976613,1479.67951002626
"85",1358.03417325728,3251.47965781947,-176.290185181544,-1358.03417325728,1475.29940459449
"86",1374.20124674844,3289.9388928666,-174.395938024031,-1374.20124674844,1467.10105388563
"87",1390.3683202396,3321.68427687148,-173.701177159737,-1390.3683202396,1487.5022564423
"88",1406.53539373076,3341.38446827796,-170.613063587257,-1258.03764256552,1495.78049890951
"89",1422.70246722192,3408.36304948895,-170.680882484638,-1274.20471605668,1483.40990548039
"90",1438.86954071307,3441.57007093916,-172.306225893051,-1220.97608176338,1490.01552602827
"91",1455.03661420423,3469.8193179996,-172.837018869761,-1237.14315525454,1478.54999867707
"92",1471.20368769539,3497.45191567327,-171.029873923914,-1253.3102287457,1484.69263488944
"93",1487.37076118655,3525.40349629238,-170.090367188356,-1269.47730223686,1511.71854279385
"94",1503.53783467771,3569.89820121396,-171.057390291452,-1285.64437572801,1508.90202331301
"95",1519.70490816886,3597.70532615172,-170.792821103003,-1301.81144921917,1500.96682471954
"96",1535.87198166002,3607.83408549027,-168.115461568123,-1281.53879454836,1489.03727824925
"97",1552.03905515118,3627.61890412124,-168.154135387214,-1297.70586803952,1496.6420531786
"98",1568.20612864234,3654.42545629175,-168.853434120637,-1313.87294153068,1488.61944379212
"99",1584.3732021335,3673.88666023437,-167.288780349358,-1330.04001502184,1530.41451365267
"100",1600.54027562466,3715.06395183826,-167.430909611368,-1346.207088513,1530.31931314227
